Codigo;univCompMas;Total;Comuna;Fraccion;Radio;CO_FRAC_RA;COFRAC
20060206;105;342;6;2;6;6_2_6;62
20060207;73;346;6;2;7;6_2_7;62
20060208;107;368;6;2;8;6_2_8;62
20060209;81;252;6;2;9;6_2_9;62
20060210;83;334;6;2;10;6_2_10;62
20060211;149;508;6;2;11;6_2_11;62
20060301;74;367;6;3;1;6_3_1;63
20060302;78;303;6;3;2;6_3_2;63
20060303;81;349;6;3;3;6_3_3;63
20060304;65;243;6;3;4;6_3_4;63
20060305;58;260;6;3;5;6_3_5;63
20060306;68;356;6;3;6;6_3_6;63
20060307;86;370;6;3;7;6_3_7;63
20060308;77;305;6;3;8;6_3_8;63
20060309;108;451;6;3;9;6_3_9;63
20060310;91;395;6;3;10;6_3_10;63
20060401;39;208;6;4;1;6_4_1;64
20060402;64;227;6;4;2;6_4_2;64
20060403;92;339;6;4;3;6_4_3;64
20060404;79;319;6;4;4;6_4_4;64
20060405;75;288;6;4;5;6_4_5;64
20060406;78;322;6;4;6;6_4_6;64
20060407;52;242;6;4;7;6_4_7;64
20060408;105;370;6;4;8;6_4_8;64
20060409;76;322;6;4;9;6_4_9;64
20060410;100;339;6;4;10;6_4_10;64
20060411;95;345;6;4;11;6_4_11;64
20060501;71;383;6;5;1;6_5_1;65
20060502;113;453;6;5;2;6_5_2;65
20060503;95;372;6;5;3;6_5_3;65
20060504;75;293;6;5;4;6_5_4;65
20060505;111;392;6;5;5;6_5_5;65
20060506;80;304;6;5;6;6_5_6;65
20060507;84;334;6;5;7;6_5_7;65
20060508;53;205;6;5;8;6_5_8;65
20060509;68;237;6;5;9;6_5_9;65
20060510;86;407;6;5;10;6_5_10;65
20060511;129;416;6;5;11;6_5_11;65
20060512;27;159;6;5;12;6_5_12;65
20060601;121;546;6;6;1;6_6_1;66
20060602;298;792;6;6;2;6_6_2;66
20060603;134;509;6;6;3;6_6_3;66
20060604;58;226;6;6;4;6_6_4;66
20060605;60;201;6;6;5;6_6_5;66
20060606;99;333;6;6;6;6_6_6;66
20060607;87;350;6;6;7;6_6_7;66
20060608;106;408;6;6;8;6_6_8;66
20060609;107;357;6;6;9;6_6_9;66
20060701;78;280;6;7;1;6_7_1;67
20060702;101;343;6;7;2;6_7_2;67
20060703;68;278;6;7;3;6_7_3;67
20060704;93;372;6;7;4;6_7_4;67
20060705;73;359;6;7;5;6_7_5;67
20060706;70;261;6;7;6;6_7_6;67
20060707;116;399;6;7;7;6_7_7;67
20060708;75;307;6;7;8;6_7_8;67
20060709;108;320;6;7;9;6_7_9;67
20060710;98;326;6;7;10;6_7_10;67
20060711;78;293;6;7;11;6_7_11;67
20060712;83;286;6;7;12;6_7_12;67
20060713;73;236;6;7;13;6_7_13;67
20060801;96;355;6;8;1;6_8_1;68
20060802;137;458;6;8;2;6_8_2;68
20060803;78;260;6;8;3;6_8_3;68
20060804;76;300;6;8;4;6_8_4;68
20060805;82;251;6;8;5;6_8_5;68
20060806;137;533;6;8;6;6_8_6;68
20060807;94;319;6;8;7;6_8_7;68
20060808;168;509;6;8;8;6_8_8;68
20060809;56;266;6;8;9;6_8_9;68
20060810;103;334;6;8;10;6_8_10;68
20060901;68;297;6;9;1;6_9_1;69
20060902;84;260;6;9;2;6_9_2;69
20060903;89;293;6;9;3;6_9_3;69
20060904;171;430;6;9;4;6_9_4;69
20060905;29;170;6;9;5;6_9_5;69
20060906;127;381;6;9;6;6_9_6;69
20060907;61;249;6;9;7;6_9_7;69
20060908;73;196;6;9;8;6_9_8;69
20060909;137;362;6;9;9;6_9_9;69
20060910;97;324;6;9;10;6_9_10;69
20061001;70;304;6;10;1;6_10_1;610
20061002;49;288;6;10;2;6_10_2;610
20061003;109;384;6;10;3;6_10_3;610
20061004;73;337;6;10;4;6_10_4;610
20061005;142;461;6;10;5;6_10_5;610
20061006;122;455;6;10;6;6_10_6;610
20061007;78;336;6;10;7;6_10_7;610
20061008;171;570;6;10;8;6_10_8;610
20061009;76;246;6;10;9;6_10_9;610
20061010;147;463;6;10;10;6_10_10;610
20061101;110;429;6;11;1;6_11_1;611
20061102;50;242;6;11;2;6_11_2;611
20061103;96;368;6;11;3;6_11_3;611
20061104;105;343;6;11;4;6_11_4;611
20061105;57;249;6;11;5;6_11_5;611
20061106;90;310;6;11;6;6_11_6;611
20061107;81;357;6;11;7;6_11_7;611
20061108;91;369;6;11;8;6_11_8;611
20061109;60;288;6;11;9;6_11_9;611
20061110;55;240;6;11;10;6_11_10;611
20061201;55;256;6;12;1;6_12_1;612
20061202;53;228;6;12;2;6_12_2;612
20061203;49;288;6;12;3;6_12_3;612
20061204;41;193;6;12;4;6_12_4;612
20061205;106;384;6;12;5;6_12_5;612
20061206;55;243;6;12;6;6_12_6;612
20061207;90;349;6;12;7;6_12_7;612
20061208;95;305;6;12;8;6_12_8;612
20061209;95;362;6;12;9;6_12_9;612
20061210;78;236;6;12;10;6_12_10;612
20061211;77;372;6;12;11;6_12_11;612
20061212;45;208;6;12;12;6_12_12;612
20061301;85;307;6;13;1;6_13_1;613
20061302;161;586;6;13;2;6_13_2;613
20061303;103;302;6;13;3;6_13_3;613
20061304;161;497;6;13;4;6_13_4;613
20061305;121;361;6;13;5;6_13_5;613
20061306;65;267;6;13;6;6_13_6;613
20061307;129;370;6;13;7;6_13_7;613
20061308;156;497;6;13;8;6_13_8;613
20061309;141;426;6;13;9;6_13_9;613
20061401;145;382;6;14;1;6_14_1;614
20061402;77;250;6;14;2;6_14_2;614
20061403;116;384;6;14;3;6_14_3;614
20061404;144;531;6;14;4;6_14_4;614
20061405;135;407;6;14;5;6_14_5;614
20061406;169;484;6;14;6;6_14_6;614
20061407;79;237;6;14;7;6_14_7;614
20061408;79;219;6;14;8;6_14_8;614
20061409;116;309;6;14;9;6_14_9;614
20061410;133;392;6;14;10;6_14_10;614
20061501;93;284;6;15;1;6_15_1;615
20061502;205;770;6;15;2;6_15_2;615
20061503;114;358;6;15;3;6_15_3;615
20061504;103;270;6;15;4;6_15_4;615
20061505;105;320;6;15;5;6_15_5;615
20061506;118;283;6;15;6;6_15_6;615
20061507;91;335;6;15;7;6_15_7;615
20061508;94;445;6;15;8;6_15_8;615
20061509;64;227;6;15;9;6_15_9;615
20061510;125;305;6;15;10;6_15_10;615
20061601;73;283;6;16;1;6_16_1;616
20061602;113;284;6;16;2;6_16_2;616
20061603;126;393;6;16;3;6_16_3;616
20061604;101;310;6;16;4;6_16_4;616
20061605;124;393;6;16;5;6_16_5;616
20061606;149;415;6;16;6;6_16_6;616
20061607;133;388;6;16;7;6_16_7;616
20061608;205;560;6;16;8;6_16_8;616
20061609;121;418;6;16;9;6_16_9;616
20061610;145;499;6;16;10;6_16_10;616
20061611;106;390;6;16;11;6_16_11;616
20061701;106;416;6;17;1;6_17_1;617
20061702;121;419;6;17;2;6_17_2;617
20061703;77;309;6;17;3;6_17_3;617
20061704;113;360;6;17;4;6_17_4;617
20061705;199;839;6;17;5;6_17_5;617
20061706;103;507;6;17;6;6_17_6;617
20061707;80;277;6;17;7;6_17_7;617
20061801;86;263;6;18;1;6_18_1;618
20061802;76;256;6;18;2;6_18_2;618
20061803;86;313;6;18;3;6_18_3;618
20061804;133;316;6;18;4;6_18_4;618
20061805;126;390;6;18;5;6_18_5;618
20061806;172;454;6;18;6;6_18_6;618
20061807;168;526;6;18;7;6_18_7;618
20061808;137;512;6;18;8;6_18_8;618
20061809;113;395;6;18;9;6_18_9;618
20061901;136;385;6;19;1;6_19_1;619
20061902;227;641;6;19;2;6_19_2;619
20061903;189;603;6;19;3;6_19_3;619
20061904;127;453;6;19;4;6_19_4;619
20061905;89;305;6;19;5;6_19_5;619
20061906;157;439;6;19;6;6_19_6;619
20061907;120;444;6;19;7;6_19_7;619
20061908;106;431;6;19;8;6_19_8;619
20062001;62;214;6;20;1;6_20_1;620
20062002;67;258;6;20;2;6_20_2;620
20062003;130;447;6;20;3;6_20_3;620
20062004;83;256;6;20;4;6_20_4;620
20062005;125;384;6;20;5;6_20_5;620
20062006;129;380;6;20;6;6_20_6;620
20062007;66;254;6;20;7;6_20_7;620
20062008;172;483;6;20;8;6_20_8;620
20062009;111;317;6;20;9;6_20_9;620
20062010;107;385;6;20;10;6_20_10;620
20062101;68;293;6;21;1;6_21_1;621
20062102;142;452;6;21;2;6_21_2;621
20062103;138;454;6;21;3;6_21_3;621
20062104;58;262;6;21;4;6_21_4;621
20062105;114;330;6;21;5;6_21_5;621
20062106;62;231;6;21;6;6_21_6;621
20062107;86;378;6;21;7;6_21_7;621
20062108;128;466;6;21;8;6_21_8;621
20062109;86;294;6;21;9;6_21_9;621
20062110;80;368;6;21;10;6_21_10;621
20062111;96;387;6;21;11;6_21_11;621
20070101;33;224;7;1;1;7_1_1;71
20070102;38;306;7;1;2;7_1_2;71
20070103;34;316;7;1;3;7_1_3;71
20070104;31;256;7;1;4;7_1_4;71
20070105;11;172;7;1;5;7_1_5;71
20070106;27;269;7;1;6;7_1_6;71
20070107;25;185;7;1;7;7_1_7;71
20070108;41;319;7;1;8;7_1_8;71
20070109;31;291;7;1;9;7_1_9;71
20070110;61;419;7;1;10;7_1_10;71
20070201;54;289;7;2;1;7_2_1;72
20070202;71;370;7;2;2;7_2_2;72
20070203;51;303;7;2;3;7_2_3;72
20070204;88;660;7;2;4;7_2_4;72
20070205;45;358;7;2;5;7_2_5;72
20070206;48;396;7;2;6;7_2_6;72
20070207;40;245;7;2;7;7_2_7;72
20070208;47;297;7;2;8;7_2_8;72
20070209;68;394;7;2;9;7_2_9;72
20070301;49;301;7;3;1;7_3_1;73
20070302;87;381;7;3;2;7_3_2;73
20070303;89;477;7;3;3;7_3_3;73
20070304;88;395;7;3;4;7_3_4;73
20070305;68;309;7;3;5;7_3_5;73
20070306;65;338;7;3;6;7_3_6;73
20070307;118;448;7;3;7;7_3_7;73
20070308;62;308;7;3;8;7_3_8;73
20070309;50;273;7;3;9;7_3_9;73
20070310;105;425;7;3;10;7_3_10;73
20070401;68;534;7;4;1;7_4_1;74
20070402;43;334;7;4;2;7_4_2;74
20070403;136;450;7;4;3;7_4_3;74
20070404;127;560;7;4;4;7_4_4;74
20070405;76;397;7;4;5;7_4_5;74
20070406;149;436;7;4;6;7_4_6;74
20070407;151;472;7;4;7;7_4_7;74
20070408;143;396;7;4;8;7_4_8;74
20070409;40;223;7;4;9;7_4_9;74
20070410;107;365;7;4;10;7_4_10;74
20070501;111;341;7;5;1;7_5_1;75
20070502;73;243;7;5;2;7_5_2;75
20070503;78;330;7;5;3;7_5_3;75
20070504;113;457;7;5;4;7_5_4;75
20070505;145;462;7;5;5;7_5_5;75
20070506;62;269;7;5;6;7_5_6;75
20070507;60;269;7;5;7;7_5_7;75
20070508;56;345;7;5;8;7_5_8;75
20070509;97;460;7;5;9;7_5_9;75
20070601;89;372;7;6;1;7_6_1;76
20070602;51;299;7;6;2;7_6_2;76
20070603;34;243;7;6;3;7_6_3;76
20070604;42;305;7;6;4;7_6_4;76
20070605;59;414;7;6;5;7_6_5;76
20070606;61;394;7;6;6;7_6_6;76
20070607;89;379;7;6;7;7_6_7;76
20070608;39;202;7;6;8;7_6_8;76
20070609;76;289;7;6;9;7_6_9;76
20070701;39;245;7;7;1;7_7_1;77
20070702;28;204;7;7;2;7_7_2;77
20070703;75;409;7;7;3;7_7_3;77
20070704;46;266;7;7;4;7_7_4;77
20070705;51;287;7;7;5;7_7_5;77
20070706;65;365;7;7;6;7_7_6;77
20070707;34;248;7;7;7;7_7_7;77
20070708;36;220;7;7;8;7_7_8;77
20070709;46;410;7;7;9;7_7_9;77
20070710;100;355;7;7;10;7_7_10;77
20070711;51;282;7;7;11;7_7_11;77
20070801;58;326;7;8;1;7_8_1;78
20070802;62;356;7;8;2;7_8_2;78
20070803;42;247;7;8;3;7_8_3;78
20070804;61;358;7;8;4;7_8_4;78
20070805;62;392;7;8;5;7_8_5;78
20070806;55;373;7;8;6;7_8_6;78
20070807;80;319;7;8;7;7_8_7;78
20070808;60;368;7;8;8;7_8_8;78
20070901;64;259;7;9;1;7_9_1;79
20070902;66;276;7;9;2;7_9_2;79
20070903;40;226;7;9;3;7_9_3;79
20070904;73;415;7;9;4;7_9_4;79
20070905;45;197;7;9;5;7_9_5;79
20070906;64;356;7;9;6;7_9_6;79
20070907;51;329;7;9;7;7_9_7;79
20070908;68;398;7;9;8;7_9_8;79
20070909;39;298;7;9;9;7_9_9;79
20070910;46;308;7;9;10;7_9_10;79
20070911;30;263;7;9;11;7_9_11;79
20071001;76;303;7;10;1;7_10_1;710
20071002;41;185;7;10;2;7_10_2;710
20071003;57;255;7;10;3;7_10_3;710
20071004;74;295;7;10;4;7_10_4;710
20071005;59;240;7;10;5;7_10_5;710
20071006;78;351;7;10;6;7_10_6;710
20071007;87;339;7;10;7;7_10_7;710
20071008;118;428;7;10;8;7_10_8;710
20071009;66;307;7;10;9;7_10_9;710
20071010;100;332;7;10;10;7_10_10;710
20071101;63;315;7;11;1;7_11_1;711
20071102;117;402;7;11;2;7_11_2;711
20071103;85;367;7;11;3;7_11_3;711
20071104;96;380;7;11;4;7_11_4;711
20071105;72;229;7;11;5;7_11_5;711
20071106;83;267;7;11;6;7_11_6;711
20071107;144;496;7;11;7;7_11_7;711
20071108;135;452;7;11;8;7_11_8;711
20071109;118;366;7;11;9;7_11_9;711
20071110;73;249;7;11;10;7_11_10;711
20071201;103;422;7;12;1;7_12_1;712
20071202;38;217;7;12;2;7_12_2;712
20071203;53;278;7;12;3;7_12_3;712
20071204;75;319;7;12;4;7_12_4;712
20071205;59;297;7;12;5;7_12_5;712
20071206;69;302;7;12;6;7_12_6;712
20071207;41;218;7;12;7;7_12_7;712
20071208;23;213;7;12;8;7_12_8;712
20071209;43;290;7;12;9;7_12_9;712
20071301;58;320;7;13;1;7_13_1;713
20071302;69;294;7;13;2;7_13_2;713
20071303;108;415;7;13;3;7_13_3;713
20071304;68;216;7;13;4;7_13_4;713
20071305;113;329;7;13;5;7_13_5;713
20071306;82;265;7;13;6;7_13_6;713
20071307;41;202;7;13;7;7_13_7;713
20071308;29;194;7;13;8;7_13_8;713
20071309;39;166;7;13;9;7_13_9;713
20071310;64;193;7;13;10;7_13_10;713
20071311;74;253;7;13;11;7_13_11;713
20071312;40;222;7;13;12;7_13_12;713
20071313;45;196;7;13;13;7_13_13;713
20071314;52;220;7;13;14;7_13_14;713
20071315;40;186;7;13;15;7_13_15;713
20071401;44;313;7;14;1;7_14_1;714
20071402;48;298;7;14;2;7_14_2;714
20071403;41;257;7;14;3;7_14_3;714
20071404;44;258;7;14;4;7_14_4;714
20071405;51;295;7;14;5;7_14_5;714
20071406;58;379;7;14;6;7_14_6;714
20071407;47;272;7;14;7;7_14_7;714
20071408;56;300;7;14;8;7_14_8;714
20071409;27;289;7;14;9;7_14_9;714
20071410;40;233;7;14;10;7_14_10;714
20071411;42;323;7;14;11;7_14_11;714
20071412;59;339;7;14;12;7_14_12;714
20071413;30;251;7;14;13;7_14_13;714
20071501;11;225;7;15;1;7_15_1;715
20071502;25;360;7;15;2;7_15_2;715
20071503;33;316;7;15;3;7_15_3;715
20071504;24;232;7;15;4;7_15_4;715
20071505;23;233;7;15;5;7_15_5;715
20071506;23;334;7;15;6;7_15_6;715
20071507;20;285;7;15;7;7_15_7;715
20071508;18;293;7;15;8;7_15_8;715
20071509;20;397;7;15;9;7_15_9;715
20071510;13;331;7;15;10;7_15_10;715
20071511;16;367;7;15;11;7_15_11;715
20071601;48;249;7;16;1;7_16_1;716
20071602;35;253;7;16;2;7_16_2;716
20071603;50;264;7;16;3;7_16_3;716
20071604;31;241;7;16;4;7_16_4;716
20071605;34;274;7;16;5;7_16_5;716
20071606;48;353;7;16;6;7_16_6;716
20071607;29;320;7;16;7;7_16_7;716
20071608;19;354;7;16;8;7_16_8;716
20071609;31;335;7;16;9;7_16_9;716
20071701;5;439;7;17;1;7_17_1;717
20071702;2;501;7;17;2;7_17_2;717
20071703;6;421;7;17;3;7_17_3;717
20071704;3;510;7;17;4;7_17_4;717
20071705;3;268;7;17;5;7_17_5;717
20071706;8;375;7;17;6;7_17_6;717
20071707;11;765;7;17;7;7_17_7;717
20071708;2;338;7;17;8;7_17_8;717
20071709;9;618;7;17;9;7_17_9;717
20071710;4;500;7;17;10;7_17_10;717
20071711;1;190;7;17;11;7_17_11;717
20071801;2;395;7;18;1;7_18_1;718
20071802;1;124;7;18;2;7_18_2;718
20071803;1;288;7;18;3;7_18_3;718
20071804;7;254;7;18;4;7_18_4;718
20071805;4;292;7;18;5;7_18_5;718
20071806;3;485;7;18;6;7_18_6;718
20071807;6;286;7;18;7;7_18_7;718
20071808;4;247;7;18;8;7_18_8;718
20071809;7;377;7;18;9;7_18_9;718
20071810;7;414;7;18;10;7_18_10;718
20071811;3;403;7;18;11;7_18_11;718
20071901;7;275;7;19;1;7_19_1;719
20071902;11;507;7;19;2;7_19_2;719
20071903;4;363;7;19;3;7_19_3;719
20071904;8;456;7;19;4;7_19_4;719
20071905;4;392;7;19;5;7_19_5;719
20071906;10;440;7;19;6;7_19_6;719
20072001;61;380;7;20;1;7_20_1;720
20072002;36;192;7;20;2;7_20_2;720
20072003;48;259;7;20;3;7_20_3;720
20072004;22;191;7;20;4;7_20_4;720
20072005;33;278;7;20;5;7_20_5;720
20072006;36;283;7;20;6;7_20_6;720
20072007;27;280;7;20;7;7_20_7;720
20072008;36;441;7;20;8;7_20_8;720
20072009;22;303;7;20;9;7_20_9;720
20072010;16;368;7;20;10;7_20_10;720
20072011;23;363;7;20;11;7_20_11;720
20072012;11;223;7;20;12;7_20_12;720
20072013;26;575;7;20;13;7_20_13;720
20072101;83;424;7;21;1;7_21_1;721
20072102;113;466;7;21;2;7_21_2;721
20072103;103;433;7;21;3;7_21_3;721
20072104;55;240;7;21;4;7_21_4;721
20072105;72;250;7;21;5;7_21_5;721
20072106;120;423;7;21;6;7_21_6;721
20072107;48;303;7;21;7;7_21_7;721
20072108;25;176;7;21;8;7_21_8;721
20072109;61;307;7;21;9;7_21_9;721
20072110;84;376;7;21;10;7_21_10;721
20072111;47;339;7;21;11;7_21_11;721
20072112;64;313;7;21;12;7_21_12;721
20072201;59;297;7;22;1;7_22_1;722
20072202;107;365;7;22;2;7_22_2;722
20072203;92;361;7;22;3;7_22_3;722
20072204;98;378;7;22;4;7_22_4;722
20072205;77;386;7;22;5;7_22_5;722
20072206;76;365;7;22;6;7_22_6;722
20072207;55;221;7;22;7;7_22_7;722
