Codigo;univCompMas;Total;Comuna;Fraccion;Radio;CO_FRAC_RA;COFRAC
20132103;116;233;13;21;3;13_21_3;1321
20132104;178;319;13;21;4;13_21_4;1321
20132105;147;291;13;21;5;13_21_5;1321
20132106;150;312;13;21;6;13_21_6;1321
20132107;214;450;13;21;7;13_21_7;1321
20132108;155;345;13;21;8;13_21_8;1321
20132109;161;360;13;21;9;13_21_9;1321
20132110;186;342;13;21;10;13_21_10;1321
20132201;108;251;13;22;1;13_22_1;1322
20132202;95;221;13;22;2;13_22_2;1322
20132203;84;222;13;22;3;13_22_3;1322
20132204;174;327;13;22;4;13_22_4;1322
20132205;218;394;13;22;5;13_22_5;1322
20132206;192;391;13;22;6;13_22_6;1322
20132207;196;455;13;22;7;13_22_7;1322
20132208;182;380;13;22;8;13_22_8;1322
20132209;82;220;13;22;9;13_22_9;1322
20132301;202;546;13;23;1;13_23_1;1323
20132302;98;270;13;23;2;13_23_2;1323
20132303;182;538;13;23;3;13_23_3;1323
20132304;93;294;13;23;4;13_23_4;1323
20132305;88;236;13;23;5;13_23_5;1323
20132306;120;368;13;23;6;13_23_6;1323
20132307;90;257;13;23;7;13_23_7;1323
20132308;167;505;13;23;8;13_23_8;1323
20132309;176;429;13;23;9;13_23_9;1323
20132310;86;243;13;23;10;13_23_10;1323
20132311;133;424;13;23;11;13_23_11;1323
20132401;84;198;13;24;1;13_24_1;1324
20132402;105;252;13;24;2;13_24_2;1324
20132403;97;283;13;24;3;13_24_3;1324
20132404;153;364;13;24;4;13_24_4;1324
20132405;95;286;13;24;5;13_24_5;1324
20132406;90;318;13;24;6;13_24_6;1324
20132407;111;367;13;24;7;13_24_7;1324
20132408;105;339;13;24;8;13_24_8;1324
20132409;130;381;13;24;9;13_24_9;1324
20132410;102;284;13;24;10;13_24_10;1324
20132501;88;262;13;25;1;13_25_1;1325
20132502;88;279;13;25;2;13_25_2;1325
20132503;98;392;13;25;3;13_25_3;1325
20132504;76;269;13;25;4;13_25_4;1325
20132505;62;222;13;25;5;13_25_5;1325
20132506;77;274;13;25;6;13_25_6;1325
20132507;114;504;13;25;7;13_25_7;1325
20132508;101;364;13;25;8;13_25_8;1325
20132601;97;316;13;26;1;13_26_1;1326
20132602;81;325;13;26;2;13_26_2;1326
20132603;93;288;13;26;3;13_26_3;1326
20132604;102;419;13;26;4;13_26_4;1326
20132605;97;317;13;26;5;13_26_5;1326
20132606;67;265;13;26;6;13_26_6;1326
20132607;51;189;13;26;7;13_26_7;1326
20132608;47;214;13;26;8;13_26_8;1326
20132609;60;202;13;26;9;13_26_9;1326
20132610;134;436;13;26;10;13_26_10;1326
20132611;72;281;13;26;11;13_26_11;1326
20132701;65;175;13;27;1;13_27_1;1327
20132702;148;399;13;27;2;13_27_2;1327
20132703;149;440;13;27;3;13_27_3;1327
20132704;150;387;13;27;4;13_27_4;1327
20132705;108;311;13;27;5;13_27_5;1327
20132706;178;529;13;27;6;13_27_6;1327
20132707;181;497;13;27;7;13_27_7;1327
20132708;113;368;13;27;8;13_27_8;1327
20132709;160;407;13;27;9;13_27_9;1327
20132801;55;268;13;28;1;13_28_1;1328
20132802;57;213;13;28;2;13_28_2;1328
20132803;109;318;13;28;3;13_28_3;1328
20132804;55;201;13;28;4;13_28_4;1328
20132805;64;217;13;28;5;13_28_5;1328
20132806;133;356;13;28;6;13_28_6;1328
20132807;135;329;13;28;7;13_28_7;1328
20132808;185;451;13;28;8;13_28_8;1328
20132809;117;393;13;28;9;13_28_9;1328
20132810;101;273;13;28;10;13_28_10;1328
20132901;75;274;13;29;1;13_29_1;1329
20132902;60;281;13;29;2;13_29_2;1329
20132903;67;247;13;29;3;13_29_3;1329
20132904;114;382;13;29;4;13_29_4;1329
20132905;92;280;13;29;5;13_29_5;1329
20132906;74;330;13;29;6;13_29_6;1329
20132907;93;356;13;29;7;13_29_7;1329
20132908;111;420;13;29;8;13_29_8;1329
20132909;31;208;13;29;9;13_29_9;1329
20132910;50;258;13;29;10;13_29_10;1329
20132911;107;330;13;29;11;13_29_11;1329
20140101;73;210;14;1;1;14_1_1;141
20140102;78;255;14;1;2;14_1_2;141
20140103;153;400;14;1;3;14_1_3;141
20140104;191;362;14;1;4;14_1_4;141
20140105;243;585;14;1;5;14_1_5;141
20140106;202;446;14;1;6;14_1_6;141
20140107;157;367;14;1;7;14_1_7;141
20140108;153;299;14;1;8;14_1_8;141
20140109;174;398;14;1;9;14_1_9;141
20140110;207;462;14;1;10;14_1_10;141
20140201;235;505;14;2;1;14_2_1;142
20140202;117;271;14;2;2;14_2_2;142
20140203;186;349;14;2;3;14_2_3;142
20140204;115;320;14;2;4;14_2_4;142
20140205;120;340;14;2;5;14_2_5;142
20140206;123;268;14;2;6;14_2_6;142
20140207;134;317;14;2;7;14_2_7;142
20140208;169;402;14;2;8;14_2_8;142
20140209;172;380;14;2;9;14_2_9;142
20140210;200;474;14;2;10;14_2_10;142
20140301;318;758;14;3;1;14_3_1;143
20140302;106;226;14;3;2;14_3_2;143
20140303;71;226;14;3;3;14_3_3;143
20140304;120;297;14;3;4;14_3_4;143
20140305;152;407;14;3;5;14_3_5;143
20140306;68;164;14;3;6;14_3_6;143
20140307;149;297;14;3;7;14_3_7;143
20140308;150;430;14;3;8;14_3_8;143
20140309;181;456;14;3;9;14_3_9;143
20140310;130;308;14;3;10;14_3_10;143
20140311;116;347;14;3;11;14_3_11;143
20140312;116;305;14;3;12;14_3_12;143
20140401;168;413;14;4;1;14_4_1;144
20140402;106;220;14;4;2;14_4_2;144
20140403;121;218;14;4;3;14_4_3;144
20140404;115;293;14;4;4;14_4_4;144
20140405;149;384;14;4;5;14_4_5;144
20140406;150;454;14;4;6;14_4_6;144
20140407;172;432;14;4;7;14_4_7;144
20140408;212;483;14;4;8;14_4_8;144
20140409;157;434;14;4;9;14_4_9;144
20140410;274;697;14;4;10;14_4_10;144
20140501;50;357;14;5;1;14_5_1;145
20140502;91;370;14;5;2;14_5_2;145
20140503;161;412;14;5;3;14_5_3;145
20140504;103;284;14;5;4;14_5_4;145
20140505;178;507;14;5;5;14_5_5;145
20140506;75;277;14;5;6;14_5_6;145
20140507;95;236;14;5;7;14_5_7;145
20140508;54;190;14;5;8;14_5_8;145
20140509;252;502;14;5;9;14_5_9;145
20140510;214;546;14;5;10;14_5_10;145
20140601;202;512;14;6;1;14_6_1;146
20140602;150;401;14;6;2;14_6_2;146
20140603;121;380;14;6;3;14_6_3;146
20140604;140;361;14;6;4;14_6_4;146
20140605;114;387;14;6;5;14_6_5;146
20140606;160;511;14;6;6;14_6_6;146
20140607;103;359;14;6;7;14_6_7;146
20140608;84;253;14;6;8;14_6_8;146
20140609;130;402;14;6;9;14_6_9;146
20140610;53;213;14;6;10;14_6_10;146
20140701;75;375;14;7;1;14_7_1;147
20140702;108;411;14;7;2;14_7_2;147
20140703;83;289;14;7;3;14_7_3;147
20140704;167;402;14;7;4;14_7_4;147
20140705;74;261;14;7;5;14_7_5;147
20140706;79;301;14;7;6;14_7_6;147
20140707;64;240;14;7;7;14_7_7;147
20140708;56;239;14;7;8;14_7_8;147
20140709;60;276;14;7;9;14_7_9;147
20140801;147;366;14;8;1;14_8_1;148
20140802;98;290;14;8;2;14_8_2;148
20140803;41;169;14;8;3;14_8_3;148
20140804;62;245;14;8;4;14_8_4;148
20140805;140;482;14;8;5;14_8_5;148
20140806;116;469;14;8;6;14_8_6;148
20140807;84;301;14;8;7;14_8_7;148
20140808;74;306;14;8;8;14_8_8;148
20140809;183;476;14;8;9;14_8_9;148
20140901;209;491;14;9;1;14_9_1;149
20140902;107;303;14;9;2;14_9_2;149
20140903;219;525;14;9;3;14_9_3;149
20140904;221;537;14;9;4;14_9_4;149
20140905;82;198;14;9;5;14_9_5;149
20140906;120;296;14;9;6;14_9_6;149
20140907;124;265;14;9;7;14_9_7;149
20140908;176;391;14;9;8;14_9_8;149
20140909;151;363;14;9;9;14_9_9;149
20140910;208;462;14;9;10;14_9_10;149
20140911;137;395;14;9;11;14_9_11;149
20140912;152;418;14;9;12;14_9_12;149
20140913;154;349;14;9;13;14_9_13;149
20141001;1;6;14;10;1;14_10_1;1410
20141101;152;284;14;11;1;14_11_1;1411
20141102;240;468;14;11;2;14_11_2;1411
20141103;121;237;14;11;3;14_11_3;1411
20141104;133;279;14;11;4;14_11_4;1411
20141105;189;379;14;11;5;14_11_5;1411
20141106;189;353;14;11;6;14_11_6;1411
20141107;97;267;14;11;7;14_11_7;1411
20141108;225;529;14;11;8;14_11_8;1411
20141109;118;413;14;11;9;14_11_9;1411
20141110;59;208;14;11;10;14_11_10;1411
20141111;74;316;14;11;11;14_11_11;1411
20141112;131;363;14;11;12;14_11_12;1411
20141113;183;399;14;11;13;14_11_13;1411
20141114;100;231;14;11;14;14_11_14;1411
20141201;65;230;14;12;1;14_12_1;1412
20141202;93;382;14;12;2;14_12_2;1412
20141203;83;329;14;12;3;14_12_3;1412
20141204;81;344;14;12;4;14_12_4;1412
20141205;125;380;14;12;5;14_12_5;1412
20141206;87;264;14;12;6;14_12_6;1412
20141207;40;145;14;12;7;14_12_7;1412
20141208;60;188;14;12;8;14_12_8;1412
20141209;79;327;14;12;9;14_12_9;1412
20141210;126;352;14;12;10;14_12_10;1412
20141211;76;274;14;12;11;14_12_11;1412
20141301;41;267;14;13;1;14_13_1;1413
20141302;79;313;14;13;2;14_13_2;1413
20141303;119;406;14;13;3;14_13_3;1413
20141304;58;242;14;13;4;14_13_4;1413
20141305;80;302;14;13;5;14_13_5;1413
20141306;67;278;14;13;6;14_13_6;1413
20141307;37;147;14;13;7;14_13_7;1413
20141308;68;276;14;13;8;14_13_8;1413
20141309;87;338;14;13;9;14_13_9;1413
20141310;72;294;14;13;10;14_13_10;1413
20141311;60;262;14;13;11;14_13_11;1413
20141312;61;247;14;13;12;14_13_12;1413
20141401;148;460;14;14;1;14_14_1;1414
20141402;108;290;14;14;2;14_14_2;1414
20141403;156;358;14;14;3;14_14_3;1414
20141404;54;194;14;14;4;14_14_4;1414
20141405;50;197;14;14;5;14_14_5;1414
20141406;55;202;14;14;6;14_14_6;1414
20141407;68;210;14;14;7;14_14_7;1414
20141408;123;462;14;14;8;14_14_8;1414
20141409;184;483;14;14;9;14_14_9;1414
20141410;115;349;14;14;10;14_14_10;1414
20141411;145;411;14;14;11;14_14_11;1414
20141501;97;319;14;15;1;14_15_1;1415
20141502;106;351;14;15;2;14_15_2;1415
20141503;119;350;14;15;3;14_15_3;1415
20141504;121;379;14;15;4;14_15_4;1415
20141505;122;443;14;15;5;14_15_5;1415
20141506;133;440;14;15;6;14_15_6;1415
20141507;119;348;14;15;7;14_15_7;1415
20141508;328;888;14;15;8;14_15_8;1415
20141601;302;591;14;16;1;14_16_1;1416
20141602;157;331;14;16;2;14_16_2;1416
20141603;266;524;14;16;3;14_16_3;1416
20141604;221;397;14;16;4;14_16_4;1416
20141605;162;374;14;16;5;14_16_5;1416
20141606;54;122;14;16;6;14_16_6;1416
20141607;132;324;14;16;7;14_16_7;1416
20141701;180;352;14;17;1;14_17_1;1417
20141702;173;391;14;17;2;14_17_2;1417
20141703;208;338;14;17;3;14_17_3;1417
20141704;67;208;14;17;4;14_17_4;1417
20141705;148;328;14;17;5;14_17_5;1417
20141706;127;274;14;17;6;14_17_6;1417
20141707;130;316;14;17;7;14_17_7;1417
20141708;275;623;14;17;8;14_17_8;1417
20141801;138;358;14;18;1;14_18_1;1418
20141802;134;314;14;18;2;14_18_2;1418
20141803;219;476;14;18;3;14_18_3;1418
20141804;168;391;14;18;4;14_18_4;1418
20141805;183;467;14;18;5;14_18_5;1418
20141806;118;354;14;18;6;14_18_6;1418
20141807;102;282;14;18;7;14_18_7;1418
20141808;165;489;14;18;8;14_18_8;1418
20141901;89;276;14;19;1;14_19_1;1419
20141902;178;529;14;19;2;14_19_2;1419
20141903;228;546;14;19;3;14_19_3;1419
20141904;221;628;14;19;4;14_19_4;1419
20141905;257;653;14;19;5;14_19_5;1419
20142001;217;604;14;20;1;14_20_1;1420
20142002;237;661;14;20;2;14_20_2;1420
20142003;166;470;14;20;3;14_20_3;1420
20142004;133;374;14;20;4;14_20_4;1420
20142005;124;375;14;20;5;14_20_5;1420
20142006;84;275;14;20;6;14_20_6;1420
20142007;49;168;14;20;7;14_20_7;1420
20142101;113;399;14;21;1;14_21_1;1421
20142102;76;303;14;21;2;14_21_2;1421
20142103;43;145;14;21;3;14_21_3;1421
20142104;72;255;14;21;4;14_21_4;1421
20142105;42;159;14;21;5;14_21_5;1421
20142106;84;247;14;21;6;14_21_6;1421
20142107;88;309;14;21;7;14_21_7;1421
20142108;89;324;14;21;8;14_21_8;1421
20142109;81;266;14;21;9;14_21_9;1421
20142110;55;252;14;21;10;14_21_10;1421
20142111;67;284;14;21;11;14_21_11;1421
20142201;104;368;14;22;1;14_22_1;1422
20142202;109;407;14;22;2;14_22_2;1422
20142203;69;233;14;22;3;14_22_3;1422
20142204;98;240;14;22;4;14_22_4;1422
20142205;102;423;14;22;5;14_22_5;1422
20142206;131;415;14;22;6;14_22_6;1422
20142207;79;322;14;22;7;14_22_7;1422
20142208;70;341;14;22;8;14_22_8;1422
20142209;116;500;14;22;9;14_22_9;1422
20142210;96;336;14;22;10;14_22_10;1422
20142301;103;281;14;23;1;14_23_1;1423
20142302;77;218;14;23;2;14_23_2;1423
20142303;83;243;14;23;3;14_23_3;1423
20142304;155;368;14;23;4;14_23_4;1423
20142305;187;516;14;23;5;14_23_5;1423
20142306;67;212;14;23;6;14_23_6;1423
20142307;92;341;14;23;7;14_23_7;1423
20142308;134;482;14;23;8;14_23_8;1423
20142309;140;492;14;23;9;14_23_9;1423
20142310;99;378;14;23;10;14_23_10;1423
20142311;105;462;14;23;11;14_23_11;1423
20142401;115;301;14;24;1;14_24_1;1424
20142402;80;232;14;24;2;14_24_2;1424
20142403;97;270;14;24;3;14_24_3;1424
20142404;64;210;14;24;4;14_24_4;1424
20142405;129;436;14;24;5;14_24_5;1424
20142406;97;343;14;24;6;14_24_6;1424
20142407;123;331;14;24;7;14_24_7;1424
20142408;89;267;14;24;8;14_24_8;1424
20142409;131;348;14;24;9;14_24_9;1424
20142501;141;383;14;25;1;14_25_1;1425
20142502;78;216;14;25;2;14_25_2;1425
20142503;129;354;14;25;3;14_25_3;1425
20142504;114;285;14;25;4;14_25_4;1425
20142505;81;239;14;25;5;14_25_5;1425
20142506;102;277;14;25;6;14_25_6;1425
20142507;124;373;14;25;7;14_25_7;1425
20142508;118;355;14;25;8;14_25_8;1425
20142509;110;405;14;25;9;14_25_9;1425
20142601;206;526;14;26;1;14_26_1;1426
20142602;137;357;14;26;2;14_26_2;1426
20142603;67;184;14;26;3;14_26_3;1426
20142604;232;850;14;26;4;14_26_4;1426
20142605;178;458;14;26;5;14_26_5;1426
20142606;161;387;14;26;6;14_26_6;1426
20142607;211;532;14;26;7;14_26_7;1426
20142701;221;617;14;27;1;14_27_1;1427
20142702;218;570;14;27;2;14_27_2;1427
20142703;117;284;14;27;3;14_27_3;1427
20142704;164;396;14;27;4;14_27_4;1427
20142705;181;487;14;27;5;14_27_5;1427
20142706;74;212;14;27;6;14_27_6;1427
20142707;97;217;14;27;7;14_27_7;1427
20142801;125;299;14;28;1;14_28_1;1428
20142802;99;266;14;28;2;14_28_2;1428
20142803;130;288;14;28;3;14_28_3;1428
20142804;107;314;14;28;4;14_28_4;1428
20142805;108;228;14;28;5;14_28_5;1428
20142806;148;413;14;28;6;14_28_6;1428
20142807;138;374;14;28;7;14_28_7;1428
20142808;97;302;14;28;8;14_28_8;1428
20142809;97;263;14;28;9;14_28_9;1428
20142810;188;381;14;28;10;14_28_10;1428
20142811;184;393;14;28;11;14_28_11;1428
20142812;111;271;14;28;12;14_28_12;1428
20142901;123;277;14;29;1;14_29_1;1429
20142902;113;280;14;29;2;14_29_2;1429
20142903;113;270;14;29;3;14_29_3;1429
20142904;134;359;14;29;4;14_29_4;1429
20142905;92;280;14;29;5;14_29_5;1429
20142906;178;448;14;29;6;14_29_6;1429
20142907;159;379;14;29;7;14_29_7;1429
20142908;123;267;14;29;8;14_29_8;1429
20142909;131;336;14;29;9;14_29_9;1429
20142910;163;366;14;29;10;14_29_10;1429
20142911;127;281;14;29;11;14_29_11;1429
20143001;153;327;14;30;1;14_30_1;1430
20143002;184;429;14;30;2;14_30_2;1430
20143003;214;407;14;30;3;14_30_3;1430
20143004;162;305;14;30;4;14_30_4;1430
20143005;186;378;14;30;5;14_30_5;1430
20143006;114;233;14;30;6;14_30_6;1430
20143007;84;204;14;30;7;14_30_7;1430
20143008;338;675;14;30;8;14_30_8;1430
20143009;247;579;14;30;9;14_30_9;1430
20143101;105;217;14;31;1;14_31_1;1431
20143102;158;327;14;31;2;14_31_2;1431
20143103;122;279;14;31;3;14_31_3;1431
20143104;122;250;14;31;4;14_31_4;1431
20143105;115;251;14;31;5;14_31_5;1431
20143106;198;406;14;31;6;14_31_6;1431
20143107;173;315;14;31;7;14_31_7;1431
20143108;144;269;14;31;8;14_31_8;1431
20143109;135;225;14;31;9;14_31_9;1431
20143110;102;195;14;31;10;14_31_10;1431
20143111;84;214;14;31;11;14_31_11;1431
20143112;115;260;14;31;12;14_31_12;1431
20150101;102;417;15;1;1;15_1_1;151
20150102;68;344;15;1;2;15_1_2;151
20150103;44;268;15;1;3;15_1_3;151
20150104;58;237;15;1;4;15_1_4;151
20150105;59;268;15;1;5;15_1_5;151
20150106;44;257;15;1;6;15_1_6;151
20150107;55;290;15;1;7;15_1_7;151
20150108;50;276;15;1;8;15_1_8;151
20150109;59;342;15;1;9;15_1_9;151
20150110;53;340;15;1;10;15_1_10;151
20150111;36;220;15;1;11;15_1_11;151
20150112;37;283;15;1;12;15_1_12;151
20150201;46;280;15;2;1;15_2_1;152
20150202;60;300;15;2;2;15_2_2;152
20150203;72;292;15;2;3;15_2_3;152
20150204;64;208;15;2;4;15_2_4;152
20150205;47;208;15;2;5;15_2_5;152
20150206;44;268;15;2;6;15_2_6;152
20150207;65;279;15;2;7;15_2_7;152
20150208;44;236;15;2;8;15_2_8;152
20150209;31;212;15;2;9;15_2_9;152
20150210;39;233;15;2;10;15_2_10;152
20150301;53;289;15;3;1;15_3_1;153
20150302;70;399;15;3;2;15_3_2;153
20150303;69;382;15;3;3;15_3_3;153
20150304;69;269;15;3;4;15_3_4;153
20150305;56;242;15;3;5;15_3_5;153
20150306;90;273;15;3;6;15_3_6;153
20150307;132;251;15;3;7;15_3_7;153
20150308;110;329;15;3;8;15_3_8;153
20150309;101;349;15;3;9;15_3_9;153
20150310;100;340;15;3;10;15_3_10;153
20150311;61;340;15;3;11;15_3_11;153
20150312;84;412;15;3;12;15_3_12;153
20150313;68;292;15;3;13;15_3_13;153
20150401;56;337;15;4;1;15_4_1;154
20150402;37;256;15;4;2;15_4_2;154
20150403;131;401;15;4;3;15_4_3;154
20150404;32;206;15;4;4;15_4_4;154
20150405;32;230;15;4;5;15_4_5;154
20150406;46;270;15;4;6;15_4_6;154
20150407;62;308;15;4;7;15_4_7;154
20150408;60;298;15;4;8;15_4_8;154
20150409;32;264;15;4;9;15_4_9;154
20150410;38;257;15;4;10;15_4_10;154
20150411;41;296;15;4;11;15_4_11;154
20150412;54;353;15;4;12;15_4_12;154
20150413;40;328;15;4;13;15_4_13;154
20150414;29;318;15;4;14;15_4_14;154
20150501;69;303;15;5;1;15_5_1;155
20150502;78;358;15;5;2;15_5_2;155
20150503;55;278;15;5;3;15_5_3;155
20150504;36;235;15;5;4;15_5_4;155
20150505;65;301;15;5;5;15_5_5;155
20150506;41;282;15;5;6;15_5_6;155
20150507;37;281;15;5;7;15_5_7;155
20150508;51;334;15;5;8;15_5_8;155
20150509;21;258;15;5;9;15_5_9;155
20150510;27;224;15;5;10;15_5_10;155
20150511;33;274;15;5;11;15_5_11;155
20150512;54;273;15;5;12;15_5_12;155
20150513;51;289;15;5;13;15_5_13;155
20150514;37;261;15;5;14;15_5_14;155
20150601;58;291;15;6;1;15_6_1;156
20150602;60;285;15;6;2;15_6_2;156
20150603;54;286;15;6;3;15_6_3;156
20150604;61;250;15;6;4;15_6_4;156
20150605;43;192;15;6;5;15_6_5;156
20150606;62;183;15;6;6;15_6_6;156
20150607;51;256;15;6;7;15_6_7;156
20150701;28;300;15;7;1;15_7_1;157
20150702;12;245;15;7;2;15_7_2;157
20150703;18;230;15;7;3;15_7_3;157
20150704;19;218;15;7;4;15_7_4;157
20150705;30;293;15;7;5;15_7_5;157
20150706;16;325;15;7;6;15_7_6;157
20150707;38;351;15;7;7;15_7_7;157
20150708;29;328;15;7;8;15_7_8;157
20150709;35;283;15;7;9;15_7_9;157
20150710;52;379;15;7;10;15_7_10;157
20150711;39;329;15;7;11;15_7_11;157
20150712;37;348;15;7;12;15_7_12;157
20150801;26;336;15;8;1;15_8_1;158
20150802;16;237;15;8;2;15_8_2;158
20150803;47;373;15;8;3;15_8_3;158
20150804;26;330;15;8;4;15_8_4;158
20150805;39;285;15;8;5;15_8_5;158
20150806;46;260;15;8;6;15_8_6;158
20150807;52;357;15;8;7;15_8_7;158
20150808;44;324;15;8;8;15_8_8;158
20150809;60;433;15;8;9;15_8_9;158
20150810;64;382;15;8;10;15_8_10;158
20150901;37;228;15;9;1;15_9_1;159
20150902;26;215;15;9;2;15_9_2;159
20150903;54;230;15;9;3;15_9_3;159
20150904;13;253;15;9;4;15_9_4;159
20150905;29;249;15;9;5;15_9_5;159
20150906;16;213;15;9;6;15_9_6;159
20150907;24;271;15;9;7;15_9_7;159
20150908;35;737;15;9;8;15_9_8;159
20151001;110;348;15;10;1;15_10_1;1510
20151002;70;341;15;10;2;15_10_2;1510
20151003;86;409;15;10;3;15_10_3;1510
20151004;60;337;15;10;4;15_10_4;1510
20151005;75;277;15;10;5;15_10_5;1510
20151006;41;216;15;10;6;15_10_6;1510
20151007;108;402;15;10;7;15_10_7;1510
20151008;43;325;15;10;8;15_10_8;1510
20151009;61;297;15;10;9;15_10_9;1510
20151010;67;257;15;10;10;15_10_10;1510
20151011;67;253;15;10;11;15_10_11;1510
20151012;67;338;15;10;12;15_10_12;1510
20151013;72;364;15;10;13;15_10_13;1510
20151101;61;308;15;11;1;15_11_1;1511
20151102;137;358;15;11;2;15_11_2;1511
20151103;69;305;15;11;3;15_11_3;1511
20151104;56;308;15;11;4;15_11_4;1511
20151105;45;245;15;11;5;15_11_5;1511
20151106;44;266;15;11;6;15_11_6;1511
20151107;37;258;15;11;7;15_11_7;1511
20151108;56;276;15;11;8;15_11_8;1511
20151109;81;382;15;11;9;15_11_9;1511
20151110;45;268;15;11;10;15_11_10;1511
20151111;121;531;15;11;11;15_11_11;1511
20151112;101;376;15;11;12;15_11_12;1511
20151113;68;365;15;11;13;15_11_13;1511
20151201;47;278;15;12;1;15_12_1;1512
20151202;52;283;15;12;2;15_12_2;1512
20151203;58;309;15;12;3;15_12_3;1512
20151204;56;324;15;12;4;15_12_4;1512
20151205;83;333;15;12;5;15_12_5;1512
20151206;42;308;15;12;6;15_12_6;1512
20151207;28;237;15;12;7;15_12_7;1512
20151208;63;373;15;12;8;15_12_8;1512
20151209;38;245;15;12;9;15_12_9;1512
20151301;61;304;15;13;1;15_13_1;1513
20151302;53;257;15;13;2;15_13_2;1513
20151303;60;298;15;13;3;15_13_3;1513
20151304;65;262;15;13;4;15_13_4;1513
20151305;42;212;15;13;5;15_13_5;1513
20151306;58;238;15;13;6;15_13_6;1513
20151307;80;292;15;13;7;15_13_7;1513
20151308;45;194;15;13;8;15_13_8;1513
20151309;97;462;15;13;9;15_13_9;1513
20151310;66;297;15;13;10;15_13_10;1513
20151401;64;364;15;14;1;15_14_1;1514
20151402;82;386;15;14;2;15_14_2;1514
20151403;56;302;15;14;3;15_14_3;1514
20151404;82;308;15;14;4;15_14_4;1514
20151405;91;421;15;14;5;15_14_5;1514
20151406;79;286;15;14;6;15_14_6;1514
20151407;151;392;15;14;7;15_14_7;1514
20151408;42;326;15;14;8;15_14_8;1514
20151409;38;347;15;14;9;15_14_9;1514
20151410;40;272;15;14;10;15_14_10;1514
20151411;56;376;15;14;11;15_14_11;1514
20151501;52;293;15;15;1;15_15_1;1515
20151502;46;235;15;15;2;15_15_2;1515
20151503;96;401;15;15;3;15_15_3;1515
20151504;42;353;15;15;4;15_15_4;1515
20151505;18;298;15;15;5;15_15_5;1515
20151506;33;312;15;15;6;15_15_6;1515
20151507;31;362;15;15;7;15_15_7;1515
20151508;34;260;15;15;8;15_15_8;1515
20151509;105;430;15;15;9;15_15_9;1515
20151510;61;413;15;15;10;15_15_10;1515
20151601;55;355;15;16;1;15_16_1;1516
20151602;55;327;15;16;2;15_16_2;1516
20151603;82;388;15;16;3;15_16_3;1516
20151604;60;293;15;16;4;15_16_4;1516
20151605;38;276;15;16;5;15_16_5;1516
20151606;48;308;15;16;6;15_16_6;1516
20151607;79;316;15;16;7;15_16_7;1516
20151608;90;354;15;16;8;15_16_8;1516
20151609;71;306;15;16;9;15_16_9;1516
20151610;66;337;15;16;10;15_16_10;1516
20151611;66;307;15;16;11;15_16_11;1516
20151701;76;323;15;17;1;15_17_1;1517
20151702;75;271;15;17;2;15_17_2;1517
20151703;78;368;15;17;3;15_17_3;1517
20151704;84;409;15;17;4;15_17_4;1517
20151705;86;350;15;17;5;15_17_5;1517
20151706;68;308;15;17;6;15_17_6;1517
20151707;52;333;15;17;7;15_17_7;1517
20151708;58;270;15;17;8;15_17_8;1517
20151709;63;266;15;17;9;15_17_9;1517
20151710;94;342;15;17;10;15_17_10;1517
20151711;80;356;15;17;11;15_17_11;1517
20151712;85;302;15;17;12;15_17_12;1517
20151801;52;257;15;18;1;15_18_1;1518
20151802;37;213;15;18;2;15_18_2;1518
20151803;62;310;15;18;3;15_18_3;1518
20151804;52;209;15;18;4;15_18_4;1518
20151805;48;215;15;18;5;15_18_5;1518
20151806;58;210;15;18;6;15_18_6;1518
20151807;110;316;15;18;7;15_18_7;1518
20151808;57;218;15;18;8;15_18_8;1518
20151809;52;222;15;18;9;15_18_9;1518
20151810;59;240;15;18;10;15_18_10;1518
20151811;82;294;15;18;11;15_18_11;1518
20151812;67;244;15;18;12;15_18_12;1518
20151813;63;254;15;18;13;15_18_13;1518
20151901;58;230;15;19;1;15_19_1;1519
20151902;75;335;15;19;2;15_19_2;1519
20151903;72;310;15;19;3;15_19_3;1519
20151904;92;343;15;19;4;15_19_4;1519
20151905;93;383;15;19;5;15_19_5;1519
20151906;73;338;15;19;6;15_19_6;1519
20151907;87;374;15;19;7;15_19_7;1519
20151908;60;294;15;19;8;15_19_8;1519
20151909;91;286;15;19;9;15_19_9;1519
20151910;120;412;15;19;10;15_19_10;1519
20151911;76;383;15;19;11;15_19_11;1519
20152001;103;347;15;20;1;15_20_1;1520
20152002;74;366;15;20;2;15_20_2;1520
20152003;79;346;15;20;3;15_20_3;1520
20152004;63;278;15;20;4;15_20_4;1520
20152005;60;274;15;20;5;15_20_5;1520
20152006;65;321;15;20;6;15_20_6;1520
20152007;74;289;15;20;7;15_20_7;1520
20152008;68;269;15;20;8;15_20_8;1520
20152009;37;225;15;20;9;15_20_9;1520
20152010;84;320;15;20;10;15_20_10;1520
20152011;57;344;15;20;11;15_20_11;1520
20152012;76;342;15;20;12;15_20_12;1520
20152101;82;320;15;21;1;15_21_1;1521
20152102;113;375;15;21;2;15_21_2;1521
20152103;62;293;15;21;3;15_21_3;1521
20152104;99;343;15;21;4;15_21_4;1521
20152105;36;201;15;21;5;15_21_5;1521
20152106;104;418;15;21;6;15_21_6;1521
20152107;45;175;15;21;7;15_21_7;1521
20152108;67;261;15;21;8;15_21_8;1521
20152109;78;392;15;21;9;15_21_9;1521
20152110;81;278;15;21;10;15_21_10;1521
